group,x,residual_m,validation
C003→C002,2.18,-0.01829413202765287,true
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.0015712436830443086,false
C001→C003,1.865,-0.016481681573383547,false
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.2587058679723473,true
C003→C002,2.18,0.43670586797234723,false
C001→C002,1.475,-0.012428756316955704,false
C002→C001,1.475,-0.0214287563169556,false
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,-0.12629413202765274,false
C003→C002,2.18,-0.08429413202765271,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,-0.006481681573383538,true
C002→C003,2.18,-0.09829413202765272,false
C003→C002,2.18,-0.13529413202765264,false
C001→C002,1.475,-0.012428756316955704,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,0.012518318426616368,true
C002→C003,2.18,-0.16829413202765256,false
C003→C002,2.18,-0.13129413202765264,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,0.02651831842661638,false
C002→C003,2.18,-0.13129413202765264,true
C003→C002,2.18,-0.11229413202765273,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,-0.01829413202765287,true
C003→C002,2.18,-0.04629413202765245,false
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,-0.017428756316955597,false
C001→C003,1.865,0.012518318426616368,false
C003→C001,1.865,0.012518318426616368,true
C002→C003,2.18,-0.014294132027652867,false
C003→C002,2.18,0.014705867972347492,false
C001→C002,1.475,0.015571243683044321,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,-0.016481681573383547,true
C003→C001,1.865,0.021518318426616487,false
C002→C003,2.18,0.12670586797234715,false
C003→C002,2.18,-0.023294132027652764,false
C001→C002,1.475,-0.007428756316955588,false
C002→C001,1.475,-0.007428756316955588,true
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.0657058679723472,false
C003→C002,2.18,0.032705867972347286,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.002518318426616359,true
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.004705867972347261,false
C003→C002,2.18,0.009705867972347154,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,-0.003428756316955585,true
C001→C003,1.865,-0.016481681573383547,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.07070586797234754,false
C003→C002,2.18,0.07070586797234754,false
C001→C002,1.475,-0.017428756316955597,true
C002→C001,1.475,0.020571243683044436,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.04670586797234752,true
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.02457124368304444,false
C001→C003,1.865,0.012518318426616368,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.028705867972347282,true
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.053571243683044355,false
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,0.030518318426616384,true
C002→C003,2.18,0.07570586797234743,false
C003→C002,2.18,0.08470586797234733,false
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,0.01651831842661637,false
C003→C001,1.865,0.012518318426616368,true
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.04670586797234752,false
C002→C001,1.475,0.0015712436830443086,false
C003→C001,1.865,-0.025481681573383666,false
C002→C003,2.18,0.05670586797234731,true
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,-0.012428756316955704,false
C001→C003,1.865,0.007518318426616474,false
C003→C001,1.865,-0.025481681573383666,true
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,-0.012428756316955704,false
C002→C001,1.475,0.020571243683044436,false
C001→C003,1.865,-0.0014816815733836447,true
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.051705867972347413,false
C002→C001,1.475,-0.017428756316955597,false
C003→C001,1.865,0.002518318426616359,true
C002→C003,2.18,0.07570586797234743,false
C003→C002,2.18,0.0617058679723472,false
C002→C001,1.475,0.0015712436830443086,false
C001→C003,1.865,-0.016481681573383547,false
C003→C001,1.865,-0.006481681573383538,true
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.043571243683044346,false
C002→C001,1.475,-0.012428756316955704,false
C003→C001,1.865,0.012518318426616368,true
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,-0.017428756316955597,false
C001→C003,1.865,0.007518318426616474,true
C003→C001,1.865,-0.006481681573383538,false
C002→C003,2.18,0.0617058679723472,false
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,-0.017428756316955597,false
C002→C001,1.475,-0.007428756316955588,true
C003→C001,1.865,-0.025481681573383666,false
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,-0.017428756316955597,true
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.03770586797234718,false
C003→C002,2.18,0.028705867972347282,false
C001→C002,1.475,-0.0214287563169556,true
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,-0.02048168157338355,false
C003→C001,1.865,-0.03048168157338356,false
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.028705867972347282,true
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,0.021518318426616487,false
C002→C003,2.18,0.018705867972347495,true
C003→C002,2.18,0.03770586797234718,false
C002→C001,1.475,0.043571243683044346,false
C003→C001,1.865,-0.03048168157338356,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.028705867972347282,true
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,0.021518318426616487,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.018705867972347495,true
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.012518318426616368,false
C003→C001,1.865,0.01651831842661637,false
C003→C002,2.18,0.018705867972347495,true
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,-0.048481681573383575,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.009705867972347154,true
C001→C002,1.475,0.015571243683044321,false
C002→C001,1.475,-0.017428756316955597,false
C001→C003,1.865,-0.0014816815733836447,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.03770586797234718,true
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.02457124368304444,false
C001→C003,1.865,-0.02048168157338355,false
C003→C001,1.865,0.02651831842661638,true
C002→C003,2.18,0.03770586797234718,false
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.03457124368304445,false
C003→C001,1.865,0.01651831842661637,true
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.03770586797234718,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.02370586797234739,true
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,0.0015712436830443086,false
C003→C001,1.865,-0.006481681573383538,false
C002→C003,2.18,0.042705867972347517,true
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.043571243683044346,false
C002→C001,1.475,0.03457124368304445,false
C001→C003,1.865,-0.03048168157338356,false
C003→C001,1.865,0.030518318426616384,true
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.051705867972347413,false
C002→C001,1.475,0.03957124368304434,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.051705867972347413,true
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,-0.006481681573383538,false
C002→C003,2.18,0.051705867972347413,true
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,0.04857124368304446,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.014705867972347492,true
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,0.03957124368304434,false
C001→C003,1.865,0.007518318426616474,false
C003→C001,1.865,-0.006481681573383538,true
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,0.020571243683044436,false
C003→C001,1.865,0.02651831842661638,true
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.043571243683044346,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.015571243683044321,false
C002→C001,1.475,0.053571243683044355,false
C001→C003,1.865,0.007518318426616474,true
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.03770586797234718,false
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,0.015571243683044321,true
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.051705867972347413,false
C003→C002,2.18,0.02370586797234739,false
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,-0.0014816815733836447,true
C003→C001,1.865,0.0355183184266165,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.010571243683044428,true
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.006571243683044424,true
C001→C003,1.865,-0.0014816815733836447,false
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.0657058679723472,false
C001→C002,1.475,0.015571243683044321,true
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,0.020571243683044436,true
C002→C001,1.475,0.0015712436830443086,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.0617058679723472,false
C003→C002,2.18,0.02370586797234739,true
C001→C002,1.475,-0.003428756316955585,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.01651831842661637,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.02370586797234739,true
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,-0.003428756316955585,false
C002→C001,1.475,0.015571243683044321,false
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.02370586797234739,true
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.06757124368304437,false
C002→C001,1.475,0.015571243683044321,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.03770586797234718,true
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.08157124368304439,false
C002→C001,1.475,0.03957124368304434,false
C003→C001,1.865,-0.0014816815733836447,false
C003→C002,2.18,0.03770586797234718,true
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.04670586797234752,true
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,0.010571243683044428,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.051705867972347413,true
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.029571243683044333,false
C001→C003,1.865,-0.011481681573383654,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.02370586797234739,true
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,-0.016481681573383547,true
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.05670586797234731,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,-0.006481681573383538,true
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.03457124368304445,false
C003→C001,1.865,0.01651831842661637,true
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.020571243683044436,false
C003→C001,1.865,-0.02048168157338355,true
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.043571243683044346,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.028705867972347282,false
C001→C002,1.475,-0.007428756316955588,false
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,-0.02048168157338355,true
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.042705867972347517,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.04670586797234752,false
C002→C001,1.475,0.020571243683044436,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.04670586797234752,true
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.002518318426616359,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.0657058679723472,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.03457124368304445,false
C001→C003,1.865,-0.0014816815733836447,true
C003→C001,1.865,-0.02048168157338355,false
C002→C003,2.18,0.0617058679723472,false
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,0.02457124368304444,true
C003→C001,1.865,-0.02048168157338355,false
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,0.06757124368304437,true
C001→C003,1.865,0.04051831842661639,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.051705867972347413,false
C003→C002,2.18,0.028705867972347282,false
C001→C002,1.475,0.0015712436830443086,true
C002→C001,1.475,0.043571243683044346,false
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,0.01651831842661637,false
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.03770586797234718,true
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,0.03457124368304445,false
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,-0.006481681573383538,false
C002→C003,2.18,0.03770586797234718,true
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.07657124368304427,false
C002→C001,1.475,0.0015712436830443086,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.0657058679723472,true
C003→C002,2.18,0.028705867972347282,false
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,0.007518318426616474,false
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.028705867972347282,true
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.03957124368304434,false
C002→C001,1.475,0.03957124368304434,false
C001→C003,1.865,-0.011481681573383654,false
C003→C001,1.865,0.002518318426616359,true
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.0617058679723472,false
C002→C001,1.475,0.020571243683044436,false
C001→C003,1.865,0.021518318426616487,false
C003→C001,1.865,-0.0014816815733836447,true
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.05670586797234731,false
C001→C002,1.475,0.03457124368304445,false
C002→C001,1.475,0.0015712436830443086,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.03957124368304434,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,-0.0014816815733836447,true
C002→C003,2.18,0.0617058679723472,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.03457124368304445,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.0617058679723472,false
C003→C002,2.18,0.042705867972347517,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.051705867972347413,true
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.053571243683044355,false
C002→C001,1.475,0.029571243683044333,false
C001→C003,1.865,0.01651831842661637,false
C003→C001,1.865,-0.016481681573383547,true
C002→C003,2.18,0.04670586797234752,false
C003→C002,2.18,0.0617058679723472,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.043571243683044346,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.04670586797234752,false
C002→C001,1.475,-0.003428756316955585,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.028705867972347282,true
C003→C002,2.18,0.02370586797234739,false
C002→C001,1.475,-0.003428756316955585,false
C001→C003,1.865,0.012518318426616368,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.0657058679723472,true
C003→C002,2.18,0.051705867972347413,false
C002→C001,1.475,0.03457124368304445,false
C003→C001,1.865,-0.03448168157338356,false
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.028705867972347282,true
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.010571243683044428,false
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.03770586797234718,false
C003→C002,2.18,0.018705867972347495,true
C001→C002,1.475,-0.007428756316955588,false
C002→C001,1.475,0.006571243683044424,false
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.0617058679723472,true
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.053571243683044355,false
C001→C003,1.865,-0.016481681573383547,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.032705867972347286,true
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.042705867972347517,true
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.0015712436830443086,false
C002→C001,1.475,0.053571243683044355,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.028705867972347282,true
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,0.03957124368304434,false
C002→C001,1.475,-0.007428756316955588,false
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,0.012518318426616368,true
C002→C003,2.18,0.0657058679723472,false
C003→C002,2.18,0.0617058679723472,false
C001→C002,1.475,0.020571243683044436,false
C002→C001,1.475,0.010571243683044428,false
C001→C003,1.865,0.021518318426616487,true
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.04670586797234752,false
C003→C002,2.18,0.02370586797234739,false
C002→C001,1.475,0.02457124368304444,false
C003→C001,1.865,-0.011481681573383654,true
C002→C003,2.18,0.014705867972347492,false
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,0.02457124368304444,false
C001→C003,1.865,-0.02048168157338355,true
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.028705867972347282,false
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,0.043571243683044346,false
C002→C001,1.475,0.015571243683044321,true
C001→C003,1.865,0.007518318426616474,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.0617058679723472,false
C002→C001,1.475,0.029571243683044333,true
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.051705867972347413,false
C003→C002,2.18,0.042705867972347517,false
C001→C002,1.475,0.006571243683044424,false
C002→C001,1.475,0.0015712436830443086,true
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.028705867972347282,false
C001→C002,1.475,0.03957124368304434,false
C002→C001,1.475,0.015571243683044321,true
C003→C001,1.865,-0.011481681573383654,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.02457124368304444,false
C002→C001,1.475,0.04857124368304446,true
C001→C003,1.865,0.021518318426616487,false
C003→C001,1.865,-0.016481681573383547,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.015571243683044321,true
C002→C001,1.475,-0.007428756316955588,false
C001→C003,1.865,-0.0014816815733836447,false
C003→C001,1.865,0.002518318426616359,false
C002→C003,2.18,0.02370586797234739,false
C003→C002,2.18,0.02370586797234739,true
C001→C002,1.475,0.03957124368304434,false
C002→C001,1.475,0.020571243683044436,false
C001→C003,1.865,-0.011481681573383654,false
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.042705867972347517,true
C003→C002,2.18,0.0617058679723472,false
C001→C002,1.475,-0.017428756316955597,false
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,0.007518318426616474,false
C002→C003,2.18,0.032705867972347286,true
C003→C002,2.18,0.03770586797234718,false
C001→C002,1.475,0.015571243683044321,false
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,-0.011481681573383654,false
C003→C001,1.865,-0.025481681573383666,true
C002→C003,2.18,0.032705867972347286,false
C003→C002,2.18,0.032705867972347286,false
C001→C002,1.475,0.029571243683044333,false
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.043571243683044346,false
C002→C001,1.475,0.015571243683044321,false
C003→C001,1.865,0.007518318426616474,true
C002→C003,2.18,0.03770586797234718,false
C003→C002,2.18,0.018705867972347495,false
C001→C002,1.475,0.03457124368304445,false
C002→C001,1.475,0.03457124368304445,false
C001→C003,1.865,0.007518318426616474,true
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.05670586797234731,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.010571243683044428,false
C002→C001,1.475,0.015571243683044321,true
C003→C001,1.865,-0.0014816815733836447,false
C002→C003,2.18,0.042705867972347517,false
C003→C002,2.18,0.051705867972347413,false
C001→C002,1.475,0.043571243683044346,false
C002→C001,1.475,-0.003428756316955585,true
C001→C003,1.865,-0.006481681573383538,false
C003→C001,1.865,0.012518318426616368,false
C002→C003,2.18,0.018705867972347495,false
C003→C002,2.18,0.02370586797234739,false
C001→C002,1.475,0.029571243683044333,true
C002→C001,1.475,0.029571243683044333,false
C003→C001,1.865,-0.006481681573383538,false
C002→C003,2.18,0.051705867972347413,false
C003→C002,2.18,0.04670586797234752,false
C001→C002,1.475,0.029571243683044333,true
C002→C001,1.475,0.015571243683044321,false
C001→C003,1.865,0.007518318426616474,false
C003→C001,1.865,-0.016481681573383547,false
